0.25	0.3125	0.375	0.375	0.4375	0.5	0.5625	0.5	0.5625	0.5625	0.75	0.75	0.4375	0.5625	0.5625	0.375	0.0	0.1875	0.4375	0.5625	0.625	0.6875	0.75	0.5625	0.5625	0.6875	0.6875	0.6875	0.5625	0.5	0.25	0.125	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A
0.625	0.75	0.5	0.5625	0.5625	0.5	0.5625	0.6875	0.75	0.5625	0.5625	0.5625	0.5625	0.625	0.8125	0.6875	0.0	1.0	1.0	1.0	1.0	0.375	0.375	0.375	0.4375	0.5625	0.8125	0.9375	0.8125	0.625	0.375	0.1875	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B
0.4375	0.625	0.4375	0.3125	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.3125	0.4375	0.625	0.4375	0.0	0.375	0.625	0.75	0.75	0.5	0.375	0.375	0.25	0.25	0.25	0.25	0.25	0.375	0.25	0.0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	C
0.625	0.6875	0.5	0.4375	0.375	0.375	0.4375	0.4375	0.4375	0.4375	0.375	0.375	0.4375	0.5625	0.6875	0.625	0.0	1.0	1.0	1.0	0.25	0.25	0.25	0.25	0.3125	0.375	0.4375	0.375	0.75	0.75	0.5625	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D
0.875	0.875	0.3125	0.3125	0.3125	0.3125	0.3125	0.8125	0.8125	0.3125	0.3125	0.3125	0.3125	0.3125	0.875	0.875	1.0	1.0	1.0	1.0	1.0	0.375	0.375	0.375	0.375	0.375	0.375	0.375	0.375	0.25	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	E
0.875	0.875	0.25	0.25	0.25	0.25	0.3125	0.875	0.8125	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.125	1.0	1.0	1.0	1.0	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.125	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	F
0.4375	0.625	0.4375	0.3125	0.25	0.25	0.25	0.25	0.625	0.625	0.4375	0.5	0.5625	0.5625	0.625	0.4375	0.0	0.3125	0.625	0.75	0.75	0.5	0.375	0.375	0.25	0.375	0.375	0.625	0.625	0.6875	0.5625	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	G
0.3125	0.4375	0.4375	0.4375	0.4375	0.4375	0.4375	0.875	0.875	0.4375	0.4375	0.4375	0.4375	0.4375	0.4375	0.1875	0.0	0.9375	0.9375	1.0	0.875	0.125	0.125	0.125	0.125	0.125	0.125	0.125	1.0	1.0	0.875	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	H
0.8125	0.8125	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.8125	0.8125	0.0	0.0	0.25	0.25	0.25	0.25	1.0	1.0	1.0	1.0	0.25	0.25	0.25	0.25	0.25	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	I
0.5625	0.5625	0.3125	0.3125	0.3125	0.3125	0.3125	0.3125	0.3125	0.3125	0.3125	0.3125	0.25	0.625	0.75	0.5	0.0	0.125	0.125	0.125	0.1875	0.125	0.125	0.25	0.25	0.3125	0.3125	1.0	0.9375	0.875	0.875	0.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	J
0.3125	0.375	0.4375	0.4375	0.4375	0.4375	0.4375	0.4375	0.4375	0.4375	0.5	0.4375	0.5	0.4375	0.5	0.125	0.0	0.9375	0.9375	0.9375	0.1875	0.25	0.375	0.4375	0.4375	0.4375	0.4375	0.4375	0.375	0.3125	0.125	0.0625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	K
0.25	0.3125	0.3125	0.3125	0.3125	0.3125	0.3125	0.3125	0.3125	0.3125	0.3125	0.3125	0.3125	0.3125	0.9375	0.9375	0.9375	1.0	1.0	1.0	1.0	0.125	0.125	0.125	0.125	0.125	0.125	0.125	0.125	0.125	0.125	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L
0.25	0.3125	0.375	0.4375	0.5625	0.5625	0.625	0.6875	0.75	0.8125	0.6875	0.625	0.5	0.25	0.25	0.25	0.0	0.0	0.9375	1.0	1.0	1.0	0.4375	0.5	0.5	0.4375	0.3125	0.25	0.3125	0.3125	0.4375	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	M
0.1875	0.4375	0.5	0.5625	0.5625	0.625	0.625	0.625	0.625	0.625	0.625	0.625	0.5625	0.5	0.4375	0.1875	0.0	0.875	1.0	0.9375	0.3125	0.3125	0.3125	0.3125	0.375	0.375	0.375	0.3125	0.9375	1.0	0.875	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	N
0.375	0.5625	0.5	0.5	0.4375	0.5	0.5	0.5	0.5	0.5	0.4375	0.4375	0.5	0.5	0.5625	0.3125	0.3125	0.625	0.75	0.875	0.5	0.375	0.25	0.25	0.25	0.25	0.4375	0.875	0.75	0.75	0.375	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	O
0.6875	0.75	0.5	0.375	0.4375	0.375	0.4375	0.5	0.75	0.625	0.1875	0.1875	0.1875	0.1875	0.1875	0.0625	0.0	0.9375	1.0	0.9375	0.25	0.25	0.25	0.25	0.25	0.3125	0.375	0.375	0.5	0.375	0.3125	0.0625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	P
0.3125	0.5625	0.5	0.4375	0.4375	0.5	0.5	0.5	0.5	0.5	0.4375	0.6875	0.5625	0.5625	0.6875	0.625	0.3125	0.5	0.75	0.875	0.5	0.375	0.3125	0.3125	0.375	0.4375	0.375	0.9375	0.875	0.875	0.4375	0.0625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	Q
0.5625	0.75	0.5625	0.5	0.5	0.5	0.5	0.6875	0.5625	0.5	0.5	0.5	0.5	0.4375	0.5625	0.125	0.0	0.8125	0.9375	1.0	0.9375	0.25	0.25	0.3125	0.375	0.5625	0.8125	0.75	0.625	0.4375	0.125	0.0625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	R
0.5	0.625	0.25	0.1875	0.1875	0.3125	0.375	0.4375	0.375	0.375	0.25	0.1875	0.1875	0.375	0.6875	0.5	0.0	0.0	0.3125	0.5625	0.5625	0.5	0.5	0.4375	0.5	0.4375	0.5	0.4375	0.5625	0.3125	0.1875	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	S
0.875	0.875	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.0625	0.0	0.125	0.125	0.125	0.125	0.125	0.9375	0.9375	1.0	0.9375	0.125	0.125	0.125	0.125	0.125	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	T
0.25	0.4375	0.4375	0.4375	0.4375	0.4375	0.4375	0.4375	0.4375	0.4375	0.4375	0.4375	0.4375	0.5	0.625	0.375	0.0	0.75	0.875	0.9375	0.875	0.1875	0.125	0.125	0.125	0.125	0.1875	0.125	0.875	0.875	0.8125	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	U
0.3125	0.5	0.5	0.375	0.375	0.4375	0.4375	0.4375	0.4375	0.4375	0.375	0.375	0.375	0.375	0.25	0.125	0.0	0.1875	0.375	0.5	0.5625	0.5625	0.5625	0.4375	0.375	0.4375	0.5	0.5	0.5	0.375	0.1875	0.0625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	V
0.375	0.6875	0.6875	0.8125	0.8125	0.8125	0.6875	0.75	0.75	0.6875	0.625	0.625	0.5	0.4375	0.4375	0.125	0.75	0.75	0.5625	0.375	0.375	0.625	0.6875	0.75	0.625	0.5	0.8125	0.875	0.875	0.75	0.375	0.125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	W
0.3125	0.375	0.5	0.5	0.5	0.375	0.375	0.25	0.375	0.375	0.5	0.5	0.4375	0.375	0.5	0.3125	0.0	0.0625	0.375	0.5625	0.625	0.625	0.5625	0.4375	0.4375	0.5625	0.625	0.5625	0.5625	0.4375	0.125	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	X
0.375	0.5	0.5	0.5	0.4375	0.5625	0.375	0.3125	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.0625	0.0625	0.125	0.25	0.375	0.25	0.375	0.625	0.625	0.6875	0.6875	0.3125	0.3125	0.3125	0.25	0.125	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	Y
0.8125	0.8125	0.25	0.3125	0.3125	0.25	0.3125	0.25	0.3125	0.25	0.3125	0.3125	0.25	0.25	0.8125	0.8125	0.0	0.25	0.4375	0.5	0.5	0.625	0.625	0.5625	0.625	0.625	0.5625	0.5	0.4375	0.375	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	Z
